Date,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
6/4/2012,27.2,27.65,26.44,26.9,35227331,-34598529.04,-35227331,-29296506.9,0,206231146.2,0,-3700054.345,741.4517507,2.124871508,35.68320782,23.06779218,29.3755,0,0,30.50633333,32.63333333,28.37933333,0,0,38.23,25.87,0,0,-0.69425939,-0.457308922,-0.236950467,29.68202012,30.37627951,0,0,0,1,1,0,-0.986858895,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,20.38543168,50,-71.72609473,50,50,50,-50,0,-2.958152958,-3.002788771,-29.6364112
6/5/2012,26.7,27.76,25.75,25.87,42422953,-45800439.82,-42422953,-16596903.4,0,-1061842.65,0,-2666451.627,741.4517507,2.116666401,35.68320782,23.06779218,29.3755,0,0,29.696,31.658,27.734,0,0,38.23,25.87,0,0,-0.818356612,-0.534846824,-0.283509788,29.00425546,29.82261207,0,0,0,1,1,0,-1.011073936,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,18.03925344,50,-70.95528598,50,50,50,-50,0,-3.828996283,-3.904229041,-32.33063039
6/6/2012,26.07,27.17,25.52,26.81,58091671,-4614947.576,58091671,-600095.7,0,-2057790.6,0,486417.9993,741.4517507,2.083333086,35.68320782,23.06779218,29.3755,0,0,29.16166667,31.02366667,27.29966667,0,0,38.23,25.87,0,0,-0.846435758,-0.600789868,-0.24564589,28.62324935,29.46968511,0,0,0,1,1,0,-1.026251563,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,26.89866604,50,-69.41471473,50,50,50,-50,0,3.633552377,3.569095605,-29.87182841
6/7/2012,27,27.35,26.15,26.31,26132192,13578970.73,-26132192,-10581166.1,0,-7167934.84,0,1623432.247,727.6238553,2.020237866,35.68320782,23.06779218,29.3755,0,0,28.62666667,30.49466667,26.75866667,0,0,38.23,25.87,0,0,-0.885438024,-0.660338475,-0.225099549,28.22937685,29.11481487,0,0,0,1,1,0,-1.037302841,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,25.22517545,31.81980572,-68.24583562,50,4.055441478,34.68514716,-95.94455852,0,-1.864975755,-1.88258572,-31.1797018
6/8/2012,26.55,27.76,26.44,27.1,38007566,-19163607.47,38007566,-11036482.6,0,-5824390.45,-2.7356E-08,653879.1586,727.6238553,1.97950659,35.68320782,23.06779218,29.3755,0,0,28.06966667,29.92566667,26.21366667,0,0,38.23,25.87,0,0,-0.856674365,-0.701037627,-0.155636738,28.04018689,28.89686126,0,0,0,0.603509912,1.45238869,0.848878778,-1.035213542,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,32.84233597,34.35474874,-66.6115609,50,14.18312388,22.74618845,-85.81687612,0,3.002660585,2.958463283,-29.11326184
6/11/2012,27.18,28.07,26.83,27,28220247,-20482437.34,-28220247,-10142207,0,1440757.95,-1.59651E-08,1037104.451,724.9388964,1.92668469,35.68320782,23.06779218,29.3755,0,0,27.60066667,29.39666667,25.80466667,0,0,38.23,25.87,0,0,-0.83014618,-0.727607205,-0.102538976,27.86828781,28.69843399,0,5.089009752,43.20147591,0.704256908,1.255414488,0.55115758,-1.023981806,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,32.36085567,42.07886587,-65.2538785,50,18.33952912,12.19269816,-81.66047088,0,-0.36900369,-0.369686188,-29.37483652
6/12/2012,27.48,27.77,26.96,27.4,15819461,-19115323.43,15819461,-757890.3,0,-6656431.5,-1.15102E-08,130228.6324,735.6787319,1.846921498,35.68320782,23.06779218,29.3755,0,0,27.36566667,28.93866667,25.79266667,0,0,38.23,25.87,0,0,-0.774858874,-0.737275243,-0.037583631,27.79177272,28.5666316,0,4.944337702,41.97333009,0.784081633,1.184081633,0.4,-1.00216426,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,36.64748782,50.23724392,-63.79316212,50,24.4473342,18.98999573,-75.5526658,0,1.481481481,1.470614739,-28.3285378
6/13/2012,27.66,28.1,27.1,27.27,17113758,-9927966.366,-17113758,3256247,0,-2998752.03,-1.01592E-08,153165.7231,735.6787319,1.786427106,35.68320782,23.06779218,29.3755,0,0,27.26133333,28.76533333,25.75733333,0,0,38.23,25.87,0,0,-0.731201882,-0.736038288,0.004836406,27.7073248,28.43852668,0,5.966122319,40.4446653,0.782916667,1.14375,0.360833333,-0.973885016,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,35.79675529,42.38202725,-62.55103046,50,22.75682705,21.84789679,-77.24317295,0,-0.474452555,-0.475581654,-28.66858488
6/14/2012,27.65,28.32,27.38,28.29,16845303,4474990.614,16845303,-6220146.4,0,912999.38,-1.05161E-08,548880.6779,763.1958682,1.733825169,35.68320782,23.06779218,29.3755,0,0,27.191,28.505,25.877,0,0,38.23,25.87,0,0,-0.623325519,-0.713166111,0.089840593,27.80088104,28.42420656,0,6.558882711,38.84493342,0.769165608,1.162219399,0.393053791,-0.932820471,25,0,0,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,46.94655677,39.26856126,-60.76085882,50,37.28129206,28.16181777,-62.71870794,0,3.740374037,3.672118846,-26.00052315
6/15/2012,28.5,30.1,28.35,30.01,43551975,54842414.18,43551975,2319949.5,-0.438618905,72440714.58,-4.94282E-09,3277988.156,763.1958682,1.739266229,35.68320782,23.06779218,29.3755,0,0,27.331,28.644,26.018,0,0,38.23,25.87,0,0,-0.420541196,-0.653958511,0.233417315,28.15321774,28.57375893,0,12.8373333,36.18775023,0.838297872,1.079574468,0.241276596,-0.870456737,25,-1.966373914,0.2245,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,60.34569073,46.55971307,-58.05740039,50,72.77147488,44.26986466,-27.22852512,0,6.079886886,5.902227414,-21.50143866
6/18/2012,29.95,32.08,29.41,31.41,42969628,60476689.82,42969628,10139645.4,-0.134346758,81507894,6.97992E-09,4652491.93,798.7998074,1.805747212,33.89898991,24.17001009,29.0345,0,0,27.728,29.187,26.269,0,0,34.03,25.87,0,0,-0.166201147,-0.555498909,0.389297762,28.66973217,28.83593331,0,18.84775067,32.64072498,0.997381056,0.949803579,0.047577477,-0.785142458,25,51.11702837,-1.3145,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,67.94828652,57.67639369,-54.81699096,50,89.78658537,66.61311743,-10.21341463,0,4.665111629,4.55956541,-17.83939315
6/19/2012,31.53,32.18,30.7,31.91,30842619,40993577.52,30842619,17466202.6,-0.054459552,-24147776.4,1.24508E-08,2495549.26,811.5155,1.782479554,33.41213703,24.44486297,28.9285,0,0,28.24166667,29.64766667,26.83566667,0,0,33.03,25.87,0,0,0.066230119,-0.430228773,0.496458892,29.1811978,29.11496768,0,18.17939991,30.83645203,1.088986784,0.850660793,0.238325991,-0.683832968,25,82.06124569,-2.0285,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,70.29515463,66.44373757,-51.68365723,50,95.94594595,86.16800206,-4.054054054,0,1.591849729,1.579312674,-16.53151975
6/20/2012,31.92,31.93,31.15,31.6,15556761,21982578.83,-15556761,10101359.4,0.056867702,-5208444.73,1.36359E-08,339836.9685,803.6317706,1.710873872,33.50804145,24.40895855,28.9585,0,0,28.74766667,30.06666667,27.42866667,0,0,33.03,25.87,0,0,0.224645617,-0.298476165,0.523121782,29.56147645,29.33683083,0,17.62640176,29.89843972,1.169573643,0.853682171,0.315891473,-0.57786198,25,82.09794928,-3.0885,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,66.79627293,55.44571176,-48.98338435,50,91.29129129,92.3412742,-8.708708709,0,-0.971482294,-0.97623197,-17.34240126
6/21/2012,31.67,32.5,31.51,31.84,21865031,-4894995.821,21865031,14901081.7,0.040153669,628431.16,1.50797E-08,14932.34795,803.6317706,1.659382881,33.47803203,24.42296797,28.9505,0,0,29.28233333,30.58033333,27.98433333,0,0,33.03,25.87,0,0,0.361531147,-0.165848385,0.527379532,29.91849708,29.55696593,0,19.22113175,28.70493016,1.193099897,0.811534501,0.381565396,-0.470891642,25,94.4037751,-2.1405,0,0,0,32.7675,32.92,32.7675,32.92,0,0,0,68.20977025,63.29849248,-46.45451745,50,90.54441261,92.59388328,-9.455587393,0,0.759493671,0.756624038,-16.71462202
6/22/2012,32.41,33.45,32.06,33.05,74801856,24462084.42,74801856,18580510.7,0.038396079,85905387.75,1.90807E-08,3008721.999,803.6317706,1.655855532,33.48283314,24.42016686,28.9515,0,0,29.85766667,31.16266667,28.55266667,0,0,33.05,25.87,1,0,0.547829058,-0.022571612,0.570400671,30.4077794,29.85995034,0,21.8208414,26.82923994,1.258227848,0.683037975,0.575189873,-0.3585867,20.48781376,121.5906818,-2.6415,0,0,0,32.7675,32.92,32.7675,32.92,4,48,-44,74.5198188,74.22088915,-43.54803777,50,94.95586381,92.2638559,-5.044136192,0,3.800251256,3.729820532,-13.5495684
6/25/2012,32.86,33.02,31.55,32.06,22510183,24859555.74,-22510183,19151517.1,0.036587254,141933.44,1.78698E-08,2168374.625,779.5592909,1.644722994,33.51139856,24.40660144,28.959,0,0,30.34866667,31.67666667,29.02066667,0,0,33.05,25.87,0,0,0.616918075,0.105714045,0.51120403,30.66531312,30.04839504,0,20.47823937,27.27044553,1.272869023,0.701143451,0.571725572,-0.25441208,20.42097106,100.3396734,-1.859,0,0,0,32.7675,32.92,32.7675,32.92,4,44,-40,62.7595651,76.42702611,-41.16789504,50,82.47162673,89.32396772,-17.52837327,0,-2.995461422,-3.041241912,-16.13915773
6/26/2012,32.69,33.44,32.5,33.1,24842184,-19629.96396,24842184,20053789.4,0.137285255,-2497983.6,2.0553E-08,131576.1447,779.5592909,1.625814209,34.08528853,24.25871147,29.172,0,0,30.91233333,32.25333333,29.57133333,0,0,33.1,25.87,1,0,0.73725673,0.232328717,0.504928013,31.04404387,30.30678714,0,21.0503206,25.70354528,1.315761729,0.620453347,0.695308382,-0.152574591,20.45552219,110.934343,-2.172,0,0,0,30.7525,32.92,32.7675,32.92,100,40,60,68.73938923,75.08686584,-38.52076975,50,95.20547945,90.87765666,-4.794520548,0,3.243917654,3.19241352,-13.41878106
6/27/2012,32.46,32.9,31.9,32.23,28554119,-2837158.077,-28554119,18909753.3,0.176815192,1027469.12,1.77987E-08,55343.87378,779.5592909,1.595398908,34.44689765,24.30110235,29.374,0,0,31.39766667,32.73866667,30.05666667,0,0,33.1,25.87,0,0,0.760286311,0.338124876,0.422161435,31.22821181,30.4679255,41.52012735,19.97550556,26.94410573,1.240379547,0.64786505,0.592514497,-0.062864244,20.54608204,82.69103792,-1.974,0,0,0,30.2275,32.92,32.7675,32.92,96,36,60,59.51506795,73.75582389,-36.35453181,50,82.59629101,86.75779907,-17.40370899,0,-2.628398792,-2.663558656,-15.69448077
6/28/2012,31.96,32.19,30.9,31.36,17698909,-14784831.72,-17698909,15455332.1,0.029707263,12429298.5,1.24792E-08,-1228271.342,758.5162694,1.576441844,34.61188237,24.31211763,29.462,0,0,31.74633333,33.12233333,30.37033333,0,0,33.1,25.87,0,0,0.706697815,0.411953708,0.294744107,31.24864776,30.54194995,40.15640537,18.82805107,29.71538169,1.178249337,0.709814324,0.468435013,0.008754767,20.76448087,54.35062419,-2.192,0,0,0,30.4575,32.92,32.7675,32.92,92,32,60,51.53543994,68.26497553,-34.61855018,51.14588194,68.42900302,82.0769245,-31.57099698,0,-2.699348433,-2.736450035,-17.97018049
6/29/2012,31.92,31.99,30.76,31.09,19518277,-14121486.46,-19518277,9148306.9,0.058347566,10300859.88,1.06155E-08,-645801.6128,758.5162694,1.551695998,34.76088616,24.50011384,29.6305,0,0,31.92566667,33.24966667,30.60166667,0,0,33.1,25.87,0,0,0.637051008,0.457028969,0.180022039,31.22407677,30.58702576,38.963435,17.80917881,28.72328442,1.150212314,0.736730361,0.413481953,0.063278909,21.02572289,44.39336746,-1.3405,0,0,0,30.78,32.92,32.7675,32.92,88,28,60,49.17448369,69.15608082,-33.12771424,49.61174334,63.63636364,71.55388589,-36.36363636,0,-0.860969388,-0.864697141,-18.67643212
7/2/2012,31.25,31.73,30.55,30.77,14128142,-17905076.45,-14128142,3438529.9,0.059705346,2106752.53,9.52443E-09,-313463.0976,750.70909,1.525146283,34.81067868,24.83732132,29.824,0,0,31.93066667,33.10566667,30.75566667,0,0,33.1,25.87,0,0,0.551869942,0.476015967,0.075853975,31.15382289,30.60195295,37.97013809,16.86621798,28.14473861,1.12961999,0.739718896,0.389901093,0.101731016,21.27479359,32.7364543,0.186,0,0,0,30.7425,32.92,32.7675,32.92,84,24,60,46.27536544,65.5926891,-31.86253564,48.10461623,57.79527559,63.28688075,-42.20472441,0,-1.029269862,-1.034603474,-19.5134711
7/3/2012,30.91,31.44,30.8,31.2,8765498,-6668646.754,8765498,1230817.8,0.133151496,-1182805.69,8.43929E-09,-22921.93544,761.1999873,1.464064406,34.74615632,25.43484368,30.0905,0,0,31.88566667,32.97666667,30.79466667,0,0,33.1,26.31,0,0,0.510582502,0.482934756,0.027647746,31.1609611,30.6503786,37.04779096,16.33727735,27.26209286,1.136122881,0.766419492,0.36970339,0.130565244,21.36255978,31.4133256,1.3195,0,0,0,30.7425,32.92,32.7675,32.92,80,20,60,50.77500936,68.931549,-30.52469935,46.22858532,62.9324547,61.45469797,-37.0675453,0,1.397465063,1.387790548,-18.38869997
