Date,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
6/2/1997,1.51,1.53,1.5,1.51,591600,667600,591600,-2761920,0,0,0,-13237.45695,934.2765135,2.36766086,1.745489,1.367511,1.5565,0,0,1.535,1.663,1.407,0,0,1.73,1.4,0,0,-0.010437501,-0.010443604,6.10292E-06,1.526469227,1.536906729,0,0,0,1,1,0,-0.587170241,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,37.43393513,50,-53.9581741,50,50,50,-50,0,0.666666667,0.664454272,-12.71676301
6/3/1997,1.53,1.53,1.48,1.48,1183200,-1380400,-1183200,-2269560,0,28224,0,-19563.28477,934.2765135,2.202113656,1.745489,1.367511,1.5565,0,0,1.514666667,1.632666667,1.396666667,0,0,1.73,1.4,0,0,-0.011707689,-0.010715077,-0.000992612,1.518207151,1.52991484,0,0,0,1,1,0,-0.550445804,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,33.28757837,50,-52.27220508,50,50,50,-50,0,-1.986754967,-2.006756305,-14.45086705
6/4/1997,1.48,1.49,1.4,1.42,3080400,-2894533.333,-3080400,-2030880,0,-223992,0,-148388.3658,934.2765135,2.051248394,1.745489,1.367511,1.5565,0,0,1.490666667,1.606666667,1.374666667,0,0,1.73,1.4,0,0,-0.015883678,-0.011808932,-0.004074746,1.501154659,1.517038337,0,0,0,1,1,0,-0.533341443,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,26.51106549,50,-51.48856248,50,50,50,-50,0,-4.054054054,-4.138521616,-17.91907514
6/5/1997,1.42,1.54,1.38,1.54,5672400,3961066.667,5672400,421680,0,269352,0,354476.6654,934.2765135,1.916159223,1.745489,1.367511,1.5565,0,0,1.490666667,1.595666667,1.385666667,0,0,1.73,1.4,0,0,-0.011848424,-0.011817194,-3.12304E-05,1.50776878,1.519617205,0,0,0,1,1,0,-0.501585557,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,50.00031852,34.76097361,-47.80875168,50,34.32835821,44.7761194,-65.67164179,0,8.450704225,8.112554481,-10.98265896
6/6/1997,1.52,1.71,1.51,1.66,7807200,9576000,7807200,2380080,0,1134432,-1.52447E-10,1087710.993,934.2765135,1.793576422,1.745489,1.367511,1.5565,0,0,1.514666667,1.625666667,1.403666667,0,0,1.73,1.4,0,0,-0.001533069,-0.009685362,0.008152293,1.533270116,1.534803184,0,0,0,0.887640449,1.151685393,0.264044944,-0.439920049,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,63.47198302,40.46972092,-42.24260503,50,76.08695652,53.47177158,-23.91304348,0,7.792207792,7.503518594,-4.046242775
6/9/1997,1.66,1.71,1.66,1.69,2352000,4374000,2352000,1021560,0,-498060,2.2461E-10,650859.2708,951.1610288,1.669035249,1.745489,1.367511,1.5565,0,0,1.538333333,1.635333333,1.441333333,0,0,1.73,1.4,0,0,0.008132919,-0.006018492,0.014151411,1.559170965,1.551038046,0,23.99328859,31.08221477,1.023809524,1.035714286,0.011904762,-0.359061111,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,66.10625996,45.20093458,-37.27676394,50,86.36363636,65.5929837,-13.63636364,0,1.807228916,1.791092657,-2.312138728
6/10/1997,1.71,1.71,1.53,1.58,5458800,-1955733.333,-5458800,-394080,0,187872,7.15156E-11,-312800.4848,951.1610288,1.562675588,1.745489,1.367511,1.5565,0,0,1.542666667,1.638666667,1.446666667,0,0,1.73,1.4,0,0,0.008596352,-0.003028188,0.01162454,1.562574289,1.553977938,0,21.54113557,35.28679027,0.937142857,1.022857143,0.085714286,-0.290178838,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,50.65191667,45.33040652,-34.22412717,50,67.5,76.65019763,-32.5,0,-6.50887574,-6.73036819,-8.670520231
6/11/1997,1.59,1.6,1.53,1.54,1188000,-3274704.762,-1188000,-55440,0,174600,2.41635E-11,-385382.4582,927.0810027,1.456055903,1.745489,1.367511,1.5565,0,0,1.541666667,1.633666667,1.449666667,0,0,1.73,1.4,0,0,0.006323742,-0.00112349,0.007447232,1.558920684,1.552596942,0,20.656968,33.83842485,1.096774194,1.032258065,0.064516129,-0.2382211,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,46.12730546,55.91267687,-32.09626307,50,57.5,70.45454545,-42.5,0,-2.53164557,-2.564243061,-10.98265896
6/12/1997,1.58,1.65,1.55,1.6,1632000,-848571.4286,1632000,455040,0,-76536,2.91982E-10,33508.46622,927.0810027,1.359909053,1.745489,1.367511,1.5565,0,0,1.550666667,1.646666667,1.454666667,0,0,1.73,1.4,0,0,0.008349231,0.000798757,0.007550474,1.565516513,1.557167283,0,22.26757411,31.64061443,1.151315789,0.861842105,0.289473684,-0.18915312,25,0,0,0,0,0,1.605,1.94,1.605,1.94,0,0,0,53.34103204,66.35955509,-29.48001153,50,71.05263158,65.35087719,-28.94736842,0,3.896103896,3.822121282,-7.514450867
6/13/1997,1.62,1.62,1.58,1.58,693600,-693600,-693600,645120,-0.091318353,-19776,2.53662E-10,54914.41558,915.4924902,1.265629835,1.745489,1.367511,1.5565,0,0,1.560333333,1.657333333,1.463333333,0,0,1.73,1.4,0,0,0.008505931,0.00235817,0.006147761,1.567826513,1.559320581,0,21.71524639,30.85579664,1.175182482,0.919708029,0.255474453,-0.147167711,25,20.1331991,-0.0465,0,0,0,1.605,1.94,1.605,1.94,0,0,0,50.72845408,55.22697816,-27.47758844,50,60.60606061,63.0528974,-39.39393939,0,-1.25,-1.257878221,-8.670520231
6/16/1997,1.6,1.6,1.56,1.57,913200,-1150200,-913200,494640,0.008694182,21564,-1.17598E-11,-14449.74684,915.4924902,1.178084847,1.719229087,1.377770913,1.5485,0,0,1.566666667,1.664666667,1.468666667,0,0,1.71,1.4,0,0,0.007863463,0.003469479,0.004393984,1.56817122,1.560307758,0,21.15027731,31.35387448,1.073770492,1.032786885,0.040983607,-0.112923161,25,20.20346865,-0.0485,0,0,0,1.605,1.94,1.605,1.94,0,0,0,49.33441253,44.51583137,-25.87616155,50,57.57575758,63.07814992,-42.42424242,0,-0.632911392,-0.634922768,-9.248554913
6/17/1997,1.6,1.6,1.49,1.51,4706400,-3451581.818,-4706400,142320,-0.030725151,-280896,-1.2172E-10,-185642.1672,915.4924902,1.101793072,1.691954948,1.385045052,1.5385,0,0,1.570333333,1.674333333,1.466333333,0,0,1.69,1.4,0,0,0.003247784,0.00342481,-0.000177027,1.558989084,1.555741301,0,19.63721377,33.66332208,0.959016393,1.024590164,0.06557377,-0.093806647,25,-7.864252195,-0.0285,0,0,0,1.605,1.94,1.605,1.94,0,0,0,41.44880344,44.48127676,-24.95484851,50,39.39393939,52.52525253,-60.60606061,0,-3.821656051,-3.896596853,-12.71676301
6/18/1997,1.52,1.54,1.5,1.51,2464800,-4227381.818,0,450360,0.009241571,-93096,-5.81433E-11,-179862.4204,915.4924902,1.02595071,1.678193815,1.385806185,1.532,0,0,1.578333333,1.677333333,1.479333333,0,0,1.69,1.4,0,0,-0.000370397,0.002661262,-0.003031658,1.551287131,1.551657527,0,19.10206635,32.74593939,1.008333333,0.991666667,0.016666667,-0.084903449,25,-16.71542653,-0.052,0,0,0,1.605,1.94,1.605,1.94,0,0,0,41.44880344,48.43031131,-24.16923375,50,39.39393939,45.45454545,-60.60606061,0,0,0,-12.71676301
6/19/1997,1.51,1.53,1.5,1.51,1003200,-1566800,0,-116880,0.145617974,0,-5.64341E-11,0,915.4924902,0.954811373,1.674624825,1.397375175,1.536,0,0,1.581,1.667,1.495,0,0,1.69,1.4,0,0,-0.003176185,0.001488233,-0.004664418,1.544817872,1.547994058,0,18.69066633,32.04069213,1.008333333,0.975,0.033333333,-0.082690995,25,-21.29838045,-0.116,0,0,0,1.605,1.94,1.605,1.94,0,0,0,41.44880344,51.83806144,-23.49017678,50,39.39393939,39.39393939,-60.60606061,0,0,0,-12.71676301
6/20/1997,1.53,1.55,1.5,1.53,3387600,343120,3387600,-558840,0.126684419,18456,-1.18334E-10,44868.87417,915.4924902,0.890181989,1.665596026,1.419403974,1.5425,0,0,1.571,1.642,1.5,0,0,1.69,1.42,0,0,-0.003930609,0.000400354,-0.004330964,1.542502651,1.54643326,0,19.48374361,30.84822196,0.991803279,0.975409836,0.016393443,-0.081868558,21.47950359,-17.6192126,-0.0025,0,0,0,1.605,1.94,1.605,1.94,4,20,-16,45.87853391,55.30192276,-22.67728623,50,45.45454545,41.41414141,-54.54545455,0,1.324503311,1.315808458,-11.56069364
6/23/1997,1.54,1.54,1.48,1.5,1047600,328320,-1047600,-898800,-0.049974374,-444,-1.49514E-10,24327.6977,897.5416571,0.830883276,1.665596026,1.419403974,1.5425,0,0,1.553,1.625,1.481,0,0,1.69,1.42,0,0,-0.006578322,-0.000999612,-0.00557871,1.535877709,1.542456031,0,18.58965042,30.96226171,0.991869919,0.983739837,0.008130081,-0.085922629,21.26015636,-44.9301788,0.1175,0,0,0,1.605,1.94,1.605,1.94,4,16,-12,40.56663634,55.48151569,-22.16640796,50,36.36363636,40.4040404,-63.63636364,0,-1.960784314,-1.98026273,-13.29479769
6/24/1997,1.51,1.53,1.48,1.51,751200,-198960,751200,-277800,-0.096437548,52728,-4.80703E-11,-15533.17647,903.5252681,0.775105899,1.661586167,1.416413833,1.539,0,0,1.543,1.602,1.484,0,0,1.69,1.42,0,0,-0.007855574,-0.002374128,-0.005481446,1.53185227,1.539707844,0,17.8543613,29.73759026,1.058823529,0.957983193,0.100840336,-0.091383459,21.17283344,-41.32694169,0.151,0,0,0,1.5525,1.94,1.605,1.94,56,12,44,43.10045543,60.76825433,-21.61019594,50,39.39393939,40.4040404,-60.60606061,0,0.666666667,0.664454272,-12.71676301
6/25/1997,1.53,1.53,1.49,1.51,2106000,150240,0,-159000,-0.013216417,10584,-7.15085E-11,5008,903.5252681,0.722598335,1.661219957,1.414780043,1.538,0,0,1.538333333,1.594333333,1.482333333,0,0,1.69,1.42,0,0,-0.008759926,-0.003653763,-0.005106163,1.528458816,1.537218742,21.76845546,17.26598792,28.75761645,1.093457944,1,0.093457944,-0.097310087,21.14010312,-34.18817294,0.042,0,0,0,1.54,1.94,1.605,1.94,52,8,44,43.10045543,53.80922192,-21.11530693,50,13.04347826,29.60035134,-86.95652174,0,0,0,-12.71676301
6/26/1997,1.52,1.52,1.51,1.51,3189600,-3189600,0,-322200,-0.074836365,0,-3.44861E-10,0,903.5252681,0.671698454,1.661219957,1.414780043,1.538,0,0,1.529666667,1.576666667,1.482666667,0,0,1.69,1.42,0,0,-0.009363659,-0.004797512,-0.004566147,1.525596468,1.534960127,21.99706497,17.11414706,28.50471571,0.988636364,1.204545455,0.215909091,-0.103066762,20.84854781,-30.62406602,0.002,0,0,0,1.525,1.94,1.605,1.94,48,4,44,43.10045543,36.97264874,-20.6716449,40.72844449,13.04347826,21.82696531,-86.95652174,0,0,0,-12.71676301
6/27/1997,1.52,1.52,1.48,1.49,1188000,-3783600,-1188000,-371640,-0.10585876,18360,-4.94821E-10,-15735.09934,891.558046,0.626577136,1.661448207,1.413551793,1.5375,0,0,1.52,1.567,1.473,0,0,1.69,1.42,0,0,-0.011178893,-0.00607537,-0.005103523,1.520083371,1.531262263,22.52356381,16.48947966,30.20179639,0.781609195,1.206896552,0.425287356,-0.110894585,20.64175434,-49.64522504,0.0625,0,0,0,1.525,1.94,1.605,1.94,44,32,12,38.10880322,27.3019664,-20.40547539,40.01573043,4.347826087,10.14492754,-95.65217391,0,-1.324503311,-1.333353087,-13.87283237
6/30/1997,1.51,1.6,1.48,1.54,2746800,-594000,2746800,-5640,-0.097768012,-13284,-2.16905E-10,76439.39731,891.558046,0.590393055,1.662271203,1.415728797,1.539,0,0,1.516333333,1.571333333,1.461333333,0,0,1.69,1.42,0,0,-0.008810262,-0.00662289,-0.002187372,1.523164833,1.531975095,21.68080592,21.78238144,27.01598325,0.925925926,1.12345679,0.197530864,-0.112910161,20.64744044,-1.721967547,0.041,0,0,0,1.53,1.94,1.605,1.94,40,28,12,53.60757943,46.75875644,-19.66153522,43.12472815,35.29411765,17.56180733,-64.70588235,0,3.355704698,3.300629647,-10.98265896
7/1/1997,1.54,1.54,1.51,1.52,1292400,-430800,-1292400,335760,-0.083283219,3132,-1.02944E-11,75390.08106,879.9793701,0.550364979,1.661507698,1.420492302,1.541,0,0,1.515333333,1.562333333,1.468333333,0,0,1.69,1.42,0,0,-0.008329833,-0.00696455,-0.001365284,1.522675603,1.531005436,20.89824501,21.18085368,26.26992782,0.961038961,1.064935065,0.103896104,-0.113405911,20.56334804,-22.69140023,0.029,0,0,0,1.5425,1.94,1.605,1.94,36,24,12,48.05362193,46.56093862,-19.12517777,42.33174461,23.52941176,21.0571185,-76.47058824,0,-1.298701299,-1.307208157,-12.13872832
7/2/1997,1.52,1.59,1.51,1.59,3882000,3451200,3882000,723960,0.022546939,56760,-1.26681E-10,161991.9002,879.9793701,0.516767481,1.65739371,1.44160629,1.5495,0,0,1.52,1.571,1.469,0,0,1.69,1.49,0,0,-0.002674508,-0.006105997,0.003431489,1.533075163,1.535749671,19.42356896,24.21691579,24.33965724,0.945945946,1.081081081,0.135135135,-0.103496499,20.63504196,18.28157247,-0.0395,0,0,0,1.5425,1.94,1.605,1.94,32,20,12,63.37679367,52.39178261,-17.95086603,51.60761267,78.57142857,45.79831933,-21.42857143,0,4.605263158,4.502368137,-8.092485549
7/3/1997,1.6,1.92,1.59,1.91,12577200,15696945.45,12577200,1981680,0.121687546,4401072,2.57518E-10,2710036.693,879.9793701,0.503426946,1.761755136,1.374244864,1.568,1,0,1.549333333,1.630333333,1.468333333,0,0,1.91,1.49,1,0,0.025605787,0.000239577,0.02536621,1.591262257,1.565656469,20.8967828,42.86616409,18.34997872,1.009708738,0.708737864,0.300970874,-0.045239616,21.40604331,213.5572193,-0.058,0,0,0,1.675,1.94,1.605,1.94,100,16,84,85.67134363,73.77166977,-13.87839043,69.11034354,97.72727273,66.60937102,-2.272727273,0.018117647,20.12578616,18.33692258,10.40462428
7/7/1997,1.83,2.02,1.83,2,8053200,18172734.93,8053200,2448240,0.161669575,1710192,6.0658E-10,2910730.534,921.4443666,0.481039307,1.85671967,1.31328033,1.585,1,0,1.591666667,1.686666667,1.496666667,0,0,2,1.49,1,0,0.05416321,0.01102868,0.043134529,1.654327172,1.600163963,22.76139445,44.15896285,15.92070868,1.228813559,0.644067797,0.584745763,0.054229847,22.23258345,215.5284092,-0.075,0,0,0,1.725,1.94,1.605,1.94,100,12,88,88.03505066,81.43919928,-9.591619447,73.5330912,96.2962963,90.8649992,-3.703703704,0.100764706,4.712041885,4.60439385,15.60693642
7/8/1997,2.04,2.33,2.04,2.3,15517200,18664534.3,15517200,4104720,0.293215515,1146600,1.01209E-09,2707050.157,921.4443666,0.470250785,2.034092881,1.196907119,1.6155,1,0,1.663333333,1.781333333,1.545333333,0,0,2.3,1.49,1,0,0.098437865,0.028516192,0.069921673,1.753904863,1.655466998,25.54942178,54.03907036,12.76086635,1.364285714,0.478571429,0.885714286,0.215081376,23.20080263,224.5543352,-0.0855,0,0,0,1.88,1.94,1.605,1.94,100,8,92,92.67963968,94.38592604,-3.530227599,79.24832528,96.47058824,96.83138575,-3.529411765,0.215352941,15,13.97619424,32.94797688
7/9/1997,2.3,2.39,2.27,2.32,8262000,10929744.83,8262000,4855800,0.296181386,66816,1.1915E-09,2399423.478,929.4569263,0.445232872,2.175643333,1.129356667,1.6525,1,0,1.745333333,1.870333333,1.620333333,0,0,2.32,1.49,1,0,0.133455241,0.049509452,0.083945789,1.841176932,1.707721691,28.28834078,53.74777814,11.84057016,1.493243243,0.425675676,1.067567568,0.4108385,23.94630354,187.0650693,-0.1525,0,0,0,1.91,1.94,1.605,1.94,100,4,96,92.89188946,95.33194377,1.663448071,77.42004264,92.30769231,95.02485895,-7.692307692,0.357676471,0.869565217,0.865806274,34.10404624
7/10/1997,2.33,2.57,2.33,2.56,9051600,6920300,9051600,5760960,0.376886661,-1681056,1.42945E-09,1008215.892,929.4569263,0.431287667,2.361864001,1.045135999,1.7035,1,0,1.843,1.988,1.698,0,0,2.56,1.49,1,0,0.177523678,0.075117616,0.102406062,1.951958982,1.774435304,31.22061293,56.28976645,10.19153307,1.458823529,0.382352941,1.076470588,0.649392103,24.64083149,173.2314444,-0.1935,0,0,0,2,1.94,1.605,1.94,100,68,32,94.92807304,96.10120688,7.596939214,82.05062061,99.08256881,95.95361645,-0.917431193,0.510176471,10.34482759,9.844007281,47.97687861
7/11/1997,2.52,2.52,2.21,2.29,10531200,3201558.065,-10531200,4707840,0.286384333,-68076,1.24019E-09,-174340.0862,929.4569263,0.425481405,2.444111666,1.031888334,1.738,0,0,1.925666667,2.100666667,1.750666667,0,0,2.56,1.49,0,0,0.189419266,0.097981745,0.091437521,2.004042422,1.814623156,32.76158498,46.52137469,14.37277979,1.31,0.49,0.82,0.867526356,25.23227414,120.8212834,-0.228,0,0,0,2,1.94,1.605,1.94,96,64,32,69.19732145,80.79659244,10.54892758,71.4521524,74.31192661,88.56739591,-25.68807339,0.603205882,-10.546875,-11.14554409,32.3699422
7/14/1997,2.32,2.33,2.11,2.14,4604400,-8444396.481,-4604400,4366200,0.247576591,1867824,8.06683E-10,-1412310.753,868.5754682,0.410804162,2.489919158,1.042080842,1.766,0,0,1.995333333,2.188333333,1.802333333,0,0,2.56,1.49,0,0,0.185097101,0.115407132,0.069689969,2.024985215,1.839888114,33.31263553,41.63092291,17.64017842,1.25,0.611111111,0.638888889,1.039542113,25.56530703,82.58938253,-0.256,0,0,0,2.0325,1.94,1.605,1.94,92,60,32,58.95388578,76.61353805,11.91767163,64.85121386,60.55045872,77.98165138,-39.44954128,0.638823529,-6.550218341,-6.774598853,23.69942197
7/15/1997,2.14,2.48,2.14,2.44,9274800,3743839.572,9274800,5019000,0.299442389,-188460,1.06612E-09,998607.3542,868.5754682,0.405746722,2.586443404,1.032556596,1.8095,0,0,2.076666667,2.291666667,1.861666667,0,0,2.56,1.49,0,0,0.20258159,0.132843878,0.069737712,2.088901413,1.886319823,34.31421955,42.00121301,15.01343615,1.232653061,0.591836735,0.640816327,1.206832855,26.03788707,99.55637256,-0.3195,0,0,0,2.0325,1.94,1.605,1.94,88,56,32,69.40539689,79.22580509,14.5467966,65.48777753,88.0733945,74.31192661,-11.9266055,0.641617647,14.01869159,13.11922103,41.04046243
7/16/1997,2.45,2.49,2.3,2.33,3024000,5023441.486,-3024000,4845840,0.313195588,-300276,1.4408E-09,1163877.739,829.4183775,0.390336242,2.647189862,1.053810138,1.8505,0,0,2.161666667,2.392666667,1.930666667,0,0,2.56,1.49,0,0,0.205491506,0.14737464,0.058116866,2.126026811,1.920535305,35.2751258,38.97974843,13.77867929,1.276923077,0.611538462,0.665384615,1.345083661,26.26202261,91.74252059,-0.3105,0,0,0,2.0525,1.94,1.605,1.94,84,52,32,62.65566225,76.27125482,15.96762654,59.45111504,77.98165138,75.5351682,-22.01834862,0.630794118,-4.508196721,-4.612977173,34.68208092
7/17/1997,2.34,2.34,2.16,2.22,3169200,-3125452.632,-3169200,4140720,0.3127693,1343232,8.51434E-10,-285946.753,829.4183775,0.375312224,2.682079869,1.089920131,1.886,0,0,2.229333333,2.470333333,1.988333333,0,0,2.56,1.49,0,0,0.196936021,0.157287591,0.039648431,2.140495208,1.943559187,35.00549923,35.96221964,18.73302431,1.202166065,0.685920578,0.516245487,1.44016036,26.46947817,62.32663765,-0.366,0,0,0,2.1125,1.94,1.605,1.94,80,48,32,56.33425305,73.55787231,16.45631272,53.29104735,67.88990826,77.98165138,-32.11009174,0.569029412,-4.721030043,-4.836107169,28.32369942
7/18/1997,2.19,2.22,2.16,2.16,780000,-1836400,-780000,2805000,0.309171021,381480,5.57839E-10,-170699.9652,807.0016645,0.352789923,2.702934761,1.134065239,1.9185,0,0,2.266666667,2.480666667,2.052666667,0,0,2.56,1.49,0,0,0.183344588,0.162499274,0.020845314,2.143497874,1.960153286,34.75513169,34.98987938,18.22652405,1.211469534,0.731182796,0.480286738,1.491509988,26.51966037,46.88749289,-0.3285,0,0,0,2.165,1.94,1.605,1.94,76,44,32,52.97071834,73.58650329,16.50930979,52.15655596,62.3853211,69.41896024,-37.6146789,0.513588235,-2.702702703,-2.739897419,24.85549133
7/21/1997,2.18,2.2,2.15,2.18,574800,-665040,574800,2057160,0.312192735,103776,3.39818E-10,-15758.85886,814.4739022,0.331162071,2.721397027,1.180602973,1.951,0,0,2.289333333,2.489333333,2.089333333,0,0,2.56,1.49,0,0,0.172151739,0.164429851,0.007721888,2.14911664,1.9769649,34.43776546,34.16097307,18.2685375,1.213235294,0.761029412,0.452205882,1.510699177,26.54246152,41.40370433,-0.041,437.7762257,0,437.7762257,2.1825,1.94,1.605,1.94,72,40,32,54.02646074,73.18605952,16.63353462,47.69884618,63.20754717,64.49425884,-36.79245283,0.485176471,0.925925926,0.92166551,26.01156069
